EndPackingTime, StartPackingTime, DeltaTime, TotalQuantity
00:00:00, 10:39:59, 4
00:00:00, 10:40:20, 1
00:00:00, 10:40:25, 1
00:00:00, 10:40:33, 1100
00:00:00, 10:41:58, 30
00:00:00, 10:42:29, 10
00:00:00, 10:43:13, 3
00:00:00, 10:44:18, 3
00:00:00, 10:44:32, 2
00:00:00, 10:44:39, 2
00:00:00, 10:45:04, 13
00:00:00, 10:45:05, 1
00:00:00, 10:45:36, 400
00:00:00, 10:45:39, 6
00:00:00, 10:46:14, 1
00:00:00, 10:46:32, 10
00:00:00, 10:47:10, 2
00:00:00, 10:47:11, 32873
00:00:00, 10:47:13, 102
00:00:00, 10:47:14, 1
00:00:00, 10:47:18, 1
00:00:00, 10:47:26, 960
00:00:00, 10:47:27, 38
00:00:00, 10:47:32, 9
00:00:00, 10:47:43, 1
00:00:00, 10:47:47, 1
00:00:00, 10:48:01, 10
00:00:00, 10:48:42, 100
00:00:00, 10:48:49, 36
00:00:00, 10:49:02, 20
00:00:00, 10:49:28, 2
00:00:00, 10:49:53, 500
00:00:00, 10:50:02, 12
00:00:00, 10:50:35, 510
00:00:00, 10:51:20, 400
00:00:00, 10:51:42, 20
00:00:00, 10:51:56, 105
00:00:00, 10:52:01, 122
00:00:00, 10:52:03, 250
00:00:00, 10:52:08, 4
00:00:00, 10:52:13, 10
00:00:00, 10:52:15, 2
00:00:00, 10:52:25, 40
00:00:00, 10:52:41, 5
00:00:00, 10:52:45, 1
00:00:00, 10:52:59, 3
00:00:00, 10:53:00, 1858
00:00:00, 10:53:10, 1
00:00:00, 10:53:15, 765
00:00:00, 10:53:33, 10
00:00:00, 10:53:58, 10
00:00:00, 10:54:04, 10
00:00:00, 10:54:06, 200
00:00:00, 10:54:07, 5
00:00:00, 10:54:10, 2
00:00:00, 10:54:12, 3
00:00:00, 10:54:21, 2
00:00:00, 10:54:49, 11
00:00:00, 10:54:51, 25
00:00:00, 10:54:58, 2
00:00:00, 10:55:03, 6
00:00:00, 10:55:05, 5
00:00:00, 10:55:05, 1062
00:00:00, 10:55:14, 1
00:00:00, 10:55:15, 7
00:00:00, 10:55:18, 4
00:00:00, 10:55:30, 1
00:00:00, 10:55:57, 1
00:00:00, 10:56:00, 1
00:00:00, 10:56:12, 2
00:00:00, 10:56:38, 20
00:00:00, 10:56:40, 1
00:00:00, 10:57:18, 17
00:00:00, 10:57:35, 1
00:00:00, 10:57:58, 5
00:00:00, 10:58:00, 34
00:00:00, 10:58:18, 6
00:00:00, 10:58:43, 14
00:00:00, 10:58:44, 5000
00:00:00, 10:58:47, 1
00:00:00, 10:58:49, 10
00:00:00, 10:58:57, 2
00:00:00, 10:59:04, 8
00:00:00, 10:59:14, 10
00:00:00, 10:59:21, 64
00:00:00, 10:59:22, 2
00:00:00, 10:59:25, 2
00:00:00, 10:59:25, 1
00:00:00, 10:59:26, 1
00:00:00, 10:59:30, 1
00:00:00, 10:59:33, 3
00:00:00, 10:59:34, 2000
00:00:00, 10:59:43, 1
00:00:00, 10:59:52, 6
00:00:00, 10:59:56, 1
00:00:00, 10:59:57, 3
00:00:00, 11:00:01, 1
00:00:00, 11:00:08, 20
00:00:00, 11:00:11, 1
00:00:00, 11:00:12, 45
00:00:00, 11:00:13, 20
00:00:00, 11:00:15, 50
00:00:00, 11:00:28, 4
00:00:00, 11:00:30, 1
00:00:00, 11:00:34, 100
00:00:00, 11:00:40, 2
00:00:00, 11:00:50, 1
00:00:00, 11:00:58, 1
00:00:00, 11:01:02, 10
00:00:00, 11:01:04, 1
00:00:00, 11:01:11, 4
00:00:00, 11:01:16, 1
00:00:00, 11:01:20, 16
00:00:00, 11:01:26, 5
00:00:00, 11:01:27, 1
00:00:00, 11:01:29, 1
00:00:00, 11:01:30, 101
00:00:00, 11:01:34, 500
00:00:00, 11:01:40, 1
00:00:00, 11:01:41, 2
00:00:00, 11:01:44, 30
00:00:00, 11:02:07, 1
00:00:00, 11:02:17, 2
00:00:00, 11:02:31, 16
00:00:00, 11:02:34, 1
00:00:00, 11:02:49, 10
00:00:00, 11:02:54, 108
00:00:00, 11:02:57, 5
00:00:00, 11:03:02, 10
00:00:00, 11:03:12, 829
00:00:00, 11:03:16, 1
00:00:00, 11:03:20, 10
00:00:00, 11:03:20, 1
00:00:00, 11:03:27, 2
00:00:00, 11:03:31, 1
00:00:00, 11:03:42, 3
00:00:00, 11:03:44, 1
00:00:00, 11:03:57, 1
00:00:00, 11:04:18, 1300
00:00:00, 11:04:28, 60
00:00:00, 11:04:52, 1
00:00:00, 11:04:54, 1
00:00:00, 11:04:55, 5
00:00:00, 11:05:00, 1
00:00:00, 11:05:05, 12
00:00:00, 11:05:09, 2
00:00:00, 11:05:09, 1
00:00:00, 11:05:13, 1
00:00:00, 11:05:15, 2
00:00:00, 11:05:18, 50
00:00:00, 11:05:19, 1
00:00:00, 11:05:19, 1000
00:00:00, 11:05:21, 1
00:00:00, 11:05:23, 3
00:00:00, 11:05:23, 3
00:00:00, 11:05:29, 10
00:00:00, 11:05:29, 3
00:00:00, 11:05:32, 2
00:00:00, 11:05:33, 9
00:00:00, 11:05:37, 4
00:00:00, 11:05:39, 3
00:00:00, 11:05:49, 1
00:00:00, 11:06:08, 8
00:00:00, 11:06:15, 2
00:00:00, 11:06:26, 12
00:00:00, 11:06:34, 20
00:00:00, 11:06:39, 20
00:00:00, 11:06:43, 1
00:00:00, 11:06:43, 2
00:00:00, 11:06:45, 4500
00:00:00, 11:06:47, 1
00:00:00, 11:07:01, 20
00:00:00, 11:07:01, 1
00:00:00, 11:07:05, 4
00:00:00, 11:07:09, 84
00:00:00, 11:07:11, 12
00:00:00, 11:07:16, 2
00:00:00, 11:07:20, 1
00:00:00, 11:07:22, 7
00:00:00, 11:07:26, 5
00:00:00, 11:07:27, 2
00:00:00, 11:07:31, 1
00:00:00, 11:07:37, 5
00:00:00, 11:07:38, 102
00:00:00, 11:07:41, 15
00:00:00, 11:07:41, 3
00:00:00, 11:07:42, 1
00:00:00, 11:07:44, 494
00:00:00, 11:07:44, 10
00:00:00, 11:07:48, 2
00:00:00, 11:07:49, 40
00:00:00, 11:07:55, 1
00:00:00, 11:07:58, 220
00:00:00, 11:07:59, 1
00:00:00, 11:07:59, 1
00:00:00, 11:08:04, 136
00:00:00, 11:08:05, 5
00:00:00, 11:08:07, 8
00:00:00, 11:08:11, 4
00:00:00, 11:08:13, 600
00:00:00, 11:08:17, 2000
00:00:00, 11:08:21, 201
00:00:00, 11:08:24, 3
00:00:00, 11:08:24, 2
00:00:00, 11:08:26, 2
00:00:00, 11:08:27, 1
00:00:00, 11:08:28, 4
00:00:00, 11:08:31, 1
00:00:00, 11:08:43, 22
00:00:00, 11:08:47, 4
00:00:00, 11:08:51, 1
00:00:00, 11:09:01, 13
00:00:00, 11:09:06, 97
00:00:00, 11:09:14, 8
00:00:00, 11:09:18, 1
00:00:00, 11:09:24, 37
00:00:00, 11:09:29, 610
00:00:00, 11:09:31, 2
00:00:00, 11:09:46, 9
00:00:00, 11:09:47, 1
00:00:00, 11:10:06, 11
00:00:00, 11:10:17, 1011
00:00:00, 11:10:19, 4
00:00:00, 11:10:21, 4
00:00:00, 11:10:25, 1
00:00:00, 11:10:29, 1
00:00:00, 11:10:31, 4
00:00:00, 11:10:44, 3
00:00:00, 11:10:53, 510
00:00:00, 11:11:00, 4
00:00:00, 11:11:01, 13
00:00:00, 11:11:07, 6
00:00:00, 11:11:08, 2
00:00:00, 11:11:21, 4
00:00:00, 11:11:30, 2
00:00:00, 11:11:50, 375
00:00:00, 11:11:52, 11
00:00:00, 11:11:59, 2
00:00:00, 11:12:02, 20
00:00:00, 11:12:03, 1
00:00:00, 11:12:05, 108
00:00:00, 11:12:07, 15
00:00:00, 11:12:09, 18
00:00:00, 11:12:11, 205
00:00:00, 11:12:18, 5
00:00:00, 11:12:25, 12
00:00:00, 11:12:29, 1
00:00:00, 11:12:34, 101
00:00:00, 11:13:02, 10
00:00:00, 11:13:25, 1
00:00:00, 11:13:30, 160
00:00:00, 11:13:38, 220
00:00:00, 11:13:40, 3
00:00:00, 11:13:45, 150
00:00:00, 11:14:13, 1
00:00:00, 11:14:26, 1
00:00:00, 11:14:32, 100
00:00:00, 11:14:39, 1000
00:00:00, 11:14:44, 104
00:00:00, 11:14:45, 6
00:00:00, 11:14:51, 1027
00:00:00, 11:14:56, 200
00:00:00, 11:14:57, 10
00:00:00, 11:15:05, 6
00:00:00, 11:15:45, 287
00:00:00, 11:15:59, 25
00:00:00, 11:16:06, 2
00:00:00, 11:16:11, 10
00:00:00, 11:16:11, 5
00:00:00, 11:16:13, 2
00:00:00, 11:16:24, 3
00:00:00, 11:16:30, 9
00:00:00, 11:16:34, 1
00:00:00, 11:17:00, 24
00:00:00, 11:17:16, 50
00:00:00, 11:17:19, 8
00:00:00, 11:17:23, 3
00:00:00, 11:17:27, 25
00:00:00, 11:17:31, 369
00:00:00, 11:17:44, 4
00:00:00, 11:17:50, 10
00:00:00, 11:17:52, 6
00:00:00, 11:17:54, 12
00:00:00, 11:17:59, 2
00:00:00, 11:18:33, 12
00:00:00, 11:18:37, 1
00:00:00, 11:18:55, 500
00:00:00, 11:18:58, 1
00:00:00, 11:19:07, 84
00:00:00, 11:19:17, 6
00:00:00, 11:19:36, 2
00:00:00, 11:19:36, 37
00:00:00, 11:20:07, 2
00:00:00, 11:20:11, 4
00:00:00, 11:20:44, 1
