Order Number at CW;Article Number;Order Line Number;Material;Material;Route;Route;Route Serial Number;Timestamp for Picking;Box number;Area;Station;Number of lots-white;Number of lots-Green;No. of picks;Quantity
151901;1017059302;7;1000745685;FUGA PLASTER EQUALISATION COLLAR 2½M BOX;9J;9J;Not assigned;12:21:56;200073898;27;23;0;1;1;20
151901;1017059386;8;1000745866;FUGA AIR-TIGHT FMB 1½M BLUE;9J;9J;Not assigned;12:21:56;200073898;21;23;0;1;1;4
151901;1017059386;9;1000745866;FUGA AIR-TIGHT FMB 1½M BLUE;9J;9J;Not assigned;12:21:56;200073898;21;23;0;1;1;20
151902;9478082680;1;1000441812;FAN E-STYLE MHT TREND;7J;7J;69;12:21:26;200062975;27;16;0;1;1;5
151903;1086001378;1;1000396030;OUTLET 2XRJ45 KEYST OPUS LIGHT GREY;8L;8L;70;11:26:54;200054220;28;12;1;0;1;3
151904;2697000013;2;1000053428;NEOZED ADAPTER SLEEVE FITTER;C1;C1;Not assigned;10:53:47;0;29;12;2;3;1;1
151904;5421533151;1;1000038754;JUNCTION BOX I12 WHITE;C1;C1;Not assigned;11:10:55;0;28;12;2;3;1;10
151905;2622700168;1;1000502961;SIEM RES CUR. BR A 63A 3+N 30MA 400V 4MW;C3;C3;Not assigned;10:54:53;0;27;12;0;1;1;1
151905;2622700168;2;1000502961;SIEM RES CUR. BR A 63A 3+N 30MA 400V 4MW;C3;C3;Not assigned;10:54:53;0;27;12;0;1;1;4
151906;2057803986;4;1000709418;COREPRO LUSTRE ND 5.5-40W E14 827 P45 FR;C3;C3;Not assigned;11:09:08;0;28;12;0;4;1;20
151906;240025832;3;1000637801;CIRCON F/F DN15 AISI316;C3;C3;Not assigned;11:09:08;0;28;12;0;4;1;2
151906;5478350028;1;1000008385;DAFA VAPOUR BARRIER TAPE 50 MM BLUE;C3;C3;Not assigned;11:09:08;0;28;12;0;4;1;10
151907;2686025999;2;1000706675;SIEM SIMATIC ET200SP AI 8XI 2-/4DR 16BIT;C3;C3;Not assigned;10:53:13;0;29;12;1;1;1;1
151907;7622814075;1;1000474611;SOCKET RT/XT RELAY 5MM PIN LOGIC;C3;C3;Not assigned;11:15:00;0;28;12;1;1;1;40
151908;2057804163;1;1000691508;PHIL MAS LEDCANDLE DT 6-40W E14 B38 CL;C3;C3;Not assigned;11:10:19;0;28;12;1;0;1;1
151910;2057803999;1;1000709419;COREPRO LUSTRE ND 5.5-40W E27 827 P45 FR;C2;C2;Not assigned;11:12:07;0;28;12;1;0;1;10
151911;2057803931;5;1000709417;COREPRO LEDBULB 16W/827 E27 D A60 FROST;C2;C2;Not assigned;10:51:40;0;21;12;2;2;1;1
151911;2057804189;4;1000691510;PHIL MAS LEDLUSTRE DT 6-40W E14 P48 CL;C2;C2;Not assigned;11:13:26;0;28;12;2;2;1;3
151911;240121231;2;1000297902;ADAPTER RAV+RAVL;C2;C2;Not assigned;11:13:26;0;28;12;2;2;1;3
151911;3467601078;3;1000492050;PRES.DETECTOR MULTI CLS-DALI-31V;C2;C2;Not assigned;10:55:21;0;27;12;2;2;1;4
151911;3467602132;7;1000740453;PRESENCE DETECTOR DALI MASTER, ALL;C2;C2;Not assigned;10:55:21;0;27;12;2;2;1;2
151911;5652812926;1;1000060713;METAL HALI.L.HQI/TS 2000W/D/S;C2;C2;Not assigned;11:13:26;0;28;12;2;2;1;1
151912;2686011178;3;1000635592;LOGO 12/24RCE V8 8DI 4DO WITH DISPLAY;FB;FB;Not assigned;09:35:09;0;28;99;0;1;1;1
151912;2686011314;4;1000635606;LOGO DM16 24R  DI 8 DO8 (5A RELAIS);FB;FB;Not assigned;09:35:09;0;28;99;0;1;1;1
151912;2686011372;1;1000635612;LOGO TDE TEXT DISPLAY 2X ETHERNET;FB;FB;Not assigned;09:35:09;0;28;99;0;1;1;1
151912;886110295;2;1200005207;PATCH CORD CAT5E U/UTP LSZH 1,0M GREY;FB;FB;Not assigned;09:35:09;0;28;99;0;1;1;1
151913;5412521114;1;1000262417;CEE Walloutlet H6/400/32/7 11483;FB;FB;Not assigned;09:36:33;0;28;99;2;0;1;1
151913;5412523730;2;1000424333;PLG 6H 32A 7P 400V IP44 MG TE NI;FB;FB;Not assigned;09:32:06;0;27;99;2;0;1;1
151914;816101371;6;1000599713;TERMINAL CARRIER 12MOD;9J;9J;Not assigned;11:05:21;200001577;28;23;0;6;1;20
151914;816101384;5;1000599707;TERMINAL BLOCK PE 5X6MM2+6X16MM2;9J;9J;Not assigned;11:05:21;200001577;29;23;0;6;1;20
151914;822102500;1;1000316764;RCCB/BP A/4 40/0,03//014 NT;9J;9J;Not assigned;11:24:47;200016202;21;23;0;6;1;20
151914;822102720;4;1000389835;MCB 1P+N C13A  6KA;9J;9J;Not assigned;10:56:31;200011212;25;23;0;6;1;60
151914;822102746;2;1000316793;MCB 3P+N C16A 6KA;9J;9J;Not assigned;11:13:12;200023790;21;23;0;6;1;30
151914;822102746;3;1000316793;MCB 3P+N C16A 6KA;9J;9J;Not assigned;11:11:58;200013649;21;23;0;6;1;10
151916;5443622011;1;1000452820;BOLERO 9W LED WHITE;5H;5H;50;13:13:03;200066761;28;8;0;6;1;4
151916;5443622011;2;1000452820;BOLERO 9W LED WHITE;5H;5H;50;13:14:19;200070833;28;8;0;6;1;4
151916;5443622011;3;1000452820;BOLERO 9W LED WHITE;5H;5H;50;13:11:22;200020710;28;8;0;6;1;4
151916;5443622011;4;1000452820;BOLERO 9W LED WHITE;5H;5H;50;13:15:48;200057456;28;8;0;6;1;4
151916;5443622011;5;1000452820;BOLERO 9W LED WHITE;5H;5H;50;13:11:58;200054812;28;8;0;6;1;4
151916;5443622011;6;1000452820;BOLERO 9W LED WHITE;5H;5H;50;13:35:04;200010423;28;8;0;6;1;4
151921;5437610291;1;1000448622;PROTECTIVE CAP US 5 KS OR;8H;8H;45;11:31:24;200019242;28;20;1;0;1;4
151937;1017009695;7;1000394061;UK FUGA DAASE GROEN 1MOD INDMURING;4E;4E;24;12:23:38;200005906;25;8;0;5;1;5
151937;1017009705;5;1000394062;UK FUGA DAASE GROEN 1,5MOD INDMURING;4E;4E;24;11:36:06;200060098;21;8;0;5;1;20
151937;1017009721;6;1000394064;UK FUGA DAASE GROEN 2,5MOD INDMURING;4E;4E;24;11:36:06;200060098;21;8;0;5;1;10
151937;1020007532;1;1000395448;UK LOFTDAASE PL55/16 VINDTAET;4E;4E;24;11:36:06;200060098;21;8;0;5;1;10
151937;811102058;11;1000389390;LOW VOLTAGE HEATS SHRINK KIT 5X1,5-4X4Q;4E;4E;24;11:36:06;200060098;21;8;0;5;1;5
151937;821100257;10;1000389623;CONNECTION BOX HVID IP55 73X101MM;4E;4E;24;12:23:38;200005906;25;8;0;5;1;10
151937;839106421;8;1000315835;CABLE CLIPS ROUND M8-12 GREY NAIL 30MM;4E;4E;24;11:36:06;200060098;21;8;0;5;1;100
151937;839106421;9;1000315835;CABLE CLIPS ROUND M8-12 GREY NAIL 30MM;4E;4E;24;11:36:06;200060098;21;8;0;5;1;100
151939;3467600943;1;1000336737;PRESENCE DETECTOR 360 FLUSH MOUNTED;4N;4N;15;13:28:40;200008753;28;14;1;0;1;1
151940;825102620;2;1000106076;FUSE NH1 200 AMP 93154;5S;5S;86;12:44:40;200025827;27;10;0;1;1;3
151940;825102646;1;1000106078;FUSE NH1 250 AMP 93156;5S;5S;86;12:44:40;200025827;27;10;0;1;1;3
151941;820100009;1;1000389605;DISCHARGE ROSE 5P, WHITE;9H;9H;Not assigned;11:05:28;200026900;21;23;0;1;1;18
151941;885100329;2;1000017149;MINILUX MOTION DETECTOR 230 V AC IP54;9H;9H;Not assigned;11:05:28;200026900;25;23;0;1;1;2
151943;7224215043;2;1000469542;THERMOSTAT DEVIREG 233;8T;8T;84;10:52:50;200061234;21;14;1;1;1;1
151945;1020006533;1;1000395398;COVER FOR LIGHT FITTING 50X50MM WHITE;1A;1A;Not assigned;11:12:33;200018136;28;14;0;1;1;1
151945;839100391;2;1000637472;ACRYLLIC WHITE 310ML;1A;1A;Not assigned;11:12:33;200018136;21;14;0;1;1;1
151946;5412521143;1;1000424287;CON 6H 32A 7P 400V IP44 MG TE NI;8G;8G;52;12:22:12;200058173;27;18;0;1;1;3
151947;8494200023;1;1000435430;DURACELL SECURITY N/MN9100 2PK;15;15;Not assigned;10:49:04;200070144;28;10;1;0;1;4
151948;238064423;2;1000382316;KIT, PLUG CPL. ALPHA/MAGNA;6Q;6Q;80;12:25:52;200016836;27;20;0;1;1;1
151948;238066586;1;1000332087;GRUNDFOS ALPHA2 25-60 180 1X230V0;6Q;6Q;80;12:25:52;200016836;28;20;0;1;1;1
151948;9878005092;3;1000442678;HC6049 PRESSURESWITCH 20-300 PA;6Q;6Q;80;12:25:52;200016836;28;20;0;1;1;1
151950;3168001320;14;1000418688;EARTHBAR FOR DS41/2 POL;9J;9J;Not assigned;11:09:58;200056741;28;23;0;5;1;20
151950;3168004644;15;1000418701;SURGE PROTECTION 240V 1 POL CLASS II;9J;9J;Not assigned;10:47:18;200053902;27;23;0;5;1;20
151950;3168004725;1;1000418703;OVERVOLTAGE DS41-TT IS USED IN TT SYSTEM;9J;9J;Not assigned;11:46:58;200070203;28;23;0;5;1;20
151950;3417504219;16;1000420041;DIN RAIL SOCKET DANISH STD;9J;9J;Not assigned;11:46:58;200070203;21;23;0;5;1;20
151950;5421224033;2;1000227162;TERMINAL BLOCK END 1492-ERL35;9J;9J;Not assigned;11:09:58;200056741;21;23;0;5;1;80
151950;5422524046;3;1000316830;RCCB A-TYPE 40/0,03/2P;9J;9J;Not assigned;11:09:58;200056741;28;23;0;5;1;20
151950;5422524282;4;1000431818;RCCB A-TYPE 40/0,3/2P;9J;9J;Not assigned;11:46:58;200070203;28;23;0;5;1;20
151950;5422525362;5;1000105968;MCB 1P+N C10A 10KA;9J;9J;Not assigned;11:03:41;200025441;25;23;0;5;1;60
151950;5422525388;6;1000105969;MCB 1P+N C16A 10KA;9J;9J;Not assigned;11:46:58;200070203;29;23;0;5;1;20
151950;821100600;7;1000087762;EQUIPOTENTIAL BONDING RAIL;9J;9J;Not assigned;11:09:58;200056741;21;23;0;5;1;20
151950;821104826;8;1000227104;END BARRIER 1492-EBJ3;9J;9J;Not assigned;11:46:58;200070203;28;23;0;5;1;20
151950;821104842;9;1000227110;10 square mm Terminal Block 1492-J10;9J;9J;Not assigned;11:46:58;200070203;27;23;0;5;1;80
151950;821104855;10;1000227113;10 square mm Terminal Block 1492-J10-B;9J;9J;Not assigned;11:09:58;200056741;28;23;0;5;1;60
151950;821104884;11;1000227099;4 square mm Terminal Block 1492-J4;9J;9J;Not assigned;11:46:58;200070203;28;23;0;5;1;20
151950;821104897;12;1000227101;4 square mm Terminal Block 1492-J4-B;9J;9J;Not assigned;10:47:18;200053902;27;23;0;5;1;20
151951;1020007943;1;1000596033;Ø83 LAMP OUTLET COVER WH;9F;9F;Not assigned;11:31:46;0;21;23;0;1;1;500
151952;3168001320;15;1000418688;EARTHBAR FOR DS41/2 POL;9J;9J;Not assigned;11:30:01;200062097;28;23;0;6;1;20
151952;3168004644;16;1000418701;SURGE PROTECTION 240V 1 POL CLASS II;9J;9J;Not assigned;11:30:07;200022290;27;23;0;6;1;20
151952;3168004725;1;1000418703;OVERVOLTAGE DS41-TT IS USED IN TT SYSTEM;9J;9J;Not assigned;11:35:29;200026768;28;23;0;6;1;20
151952;5418540005;17;1000428881;SOCKET OUTLET SCHUKO 2P 16A DIN;9J;9J;Not assigned;11:35:29;200026768;28;23;0;6;1;40
151952;5421224033;2;1000227162;TERMINAL BLOCK END 1492-ERL35;9J;9J;Not assigned;11:30:01;200062097;21;23;0;6;1;80
151952;5422524046;3;1000316830;RCCB A-TYPE 40/0,03/2P;9J;9J;Not assigned;11:30:01;200062097;28;23;0;6;1;20
151952;5422524282;4;1000431818;RCCB A-TYPE 40/0,3/2P;9J;9J;Not assigned;11:35:29;200026768;28;23;0;6;1;17
151952;5422525362;5;1000105968;MCB 1P+N C10A 10KA;9J;9J;Not assigned;10:52:05;200021272;25;23;0;6;1;60
151952;5422525388;6;1000105969;MCB 1P+N C16A 10KA;9J;9J;Not assigned;11:30:07;200022290;29;23;0;6;1;20
151952;821100600;7;1000087762;EQUIPOTENTIAL BONDING RAIL;9J;9J;Not assigned;11:30:01;200062097;21;23;0;6;1;20
151952;821104826;8;1000227104;END BARRIER 1492-EBJ3;9J;9J;Not assigned;11:35:29;200026768;28;23;0;6;1;20
151952;821104842;9;1000227110;10 square mm Terminal Block 1492-J10;9J;9J;Not assigned;11:35:29;200026768;27;23;0;6;1;15
151952;821104855;10;1000227113;10 square mm Terminal Block 1492-J10-B;9J;9J;Not assigned;11:30:01;200062097;28;23;0;6;1;60
151952;821104884;11;1000227099;4 square mm Terminal Block 1492-J4;9J;9J;Not assigned;11:35:29;200026768;28;23;0;6;1;20
151952;821104897;12;1000227101;4 square mm Terminal Block 1492-J4-B;9J;9J;Not assigned;11:35:29;200026768;27;23;0;6;1;20
151953;5414622215;1;1000112028;GB 34-3 L-CONNECTOR WHITE;5Y;5Y;30;12:34:56;200034363;29;14;1;2;1;2
151953;5657017852;3;1000742024;PARATHOM PAR16 ADV 4,6W/830 GU10 36° 50W;5Y;5Y;30;12:34:56;200034363;27;14;1;2;1;2
151954;2894403112;1;1200024484;HEADLAMP LEDLENSER iSEO3;5J;5J;63;11:05:42;200003716;27;10;1;0;1;1
151954;894100200;2;1000392321;BATTERY ALKALINE AAA LR03-4;5J;5J;63;11:05:42;200003716;21;10;1;0;1;12
151955;1017034301;1;1000394341;UK MINITANGENT SMAL STIKKON. M/AFB;4E;4E;1;13:21:58;200021855;28;8;1;0;1;1
151957;5442520525;1;1000451813;MS DOWNLIGHT 10W CHROME;4E;4E;1;11:21:06;200077071;21;8;1;0;1;5
151958;1021016360;3;1000395508;CONNECTION BOX. UNI. 185A5175;5P;5P;33;12:27:19;200011529;25;20;0;2;1;15
151958;1021016386;4;1000395510;UK UNIVERSALDAASE DAEKSEL F/GUMMIKAB;5P;5P;33;12:27:19;200011529;28;20;0;2;1;15
151958;813103437;5;1000682709;V-TEC PG16 LGR CABLE GLAND;5P;5P;33;12:27:19;200011529;28;20;0;2;1;50
151958;828100043;1;1000073376;CEE PLUG H6/230/16/3 21001-TLS;5P;5P;33;11:36:18;200001653;21;20;0;2;1;25
151958;828100069;2;1000037385;CEE CONNECTOR H6/230/16/3 31001-TSP;5P;5P;33;12:27:19;200011529;25;20;0;2;1;25
151959;1021012885;3;1000395477;UK RORDAASE 1,5-2,5Q NYLON 16MM;9F;9F;Not assigned;13:08:59;200014118;27;23;1;1;1;10
151959;7936404799;2;1000480861;END CAP, LF 40090/91, LIGHT GREY;9F;9F;Not assigned;13:08:59;200014118;29;23;1;1;1;1
151960;1016009104;2;1000393930;UK KLAP F/UG-150 HVID;84;84;Not assigned;12:36:36;200000687;21;16;1;0;1;2
151960;2057803627;3;1000691537;MAS LEDSPOTLV DIMTONE 6.5-35W MR16 24D;84;84;Not assigned;12:36:36;200000687;28;16;1;0;1;2
151960;8428000040;1;1000435400;TRAVEL ADAPTOR KIT;84;84;Not assigned;12:36:36;200000687;27;16;1;0;1;1
151961;1017051737;2;1000395247;FUGA COVER - SOCKET - 1 MODULE - WHITE;4E;4E;1;11:56:09;200028924;28;8;1;0;1;3
151961;1017056062;1;1000745842;FUGA SSO 2P + DK EARTH 16AINSERT;4E;4E;1;11:56:09;200028924;21;8;1;0;1;3
151963;811104250;1;1000389415;SPOOL BOX THIN WALL TUBING 6,4/3,2 BLACK;8E;8E;44;12:25:23;200059212;28;14;0;1;1;1
151963;811104276;3;1000389417;SPOOL BOX THIN WALL TUBING 12,7/6,4 BLAC;8E;8E;44;12:25:23;200059212;28;14;0;1;1;1
151963;839100032;2;1000390579;FIX ALL SEALANT GREY 300ML;8E;8E;44;12:25:23;200059212;27;14;0;1;1;1
151963;9139110972;4;1000340292;TCS-C3 18-22 SCREW FIXING CLIP LIGHT GRE;8E;8E;44;12:25:23;200059212;28;14;0;1;1;50
151964;5414102036;3;1000087049;SQUARE 1F 230V ENDPIECE WH;9J;9J;Not assigned;11:34:50;200005242;25;23;1;2;1;2
151964;5414102117;4;1000014649;SQUARE 1F 230V PENDANT ADAPTER WHITE;9J;9J;Not assigned;11:34:50;200005242;25;23;1;2;1;5
151964;5414102214;2;1000063800;SQUARE 1F 230V END FEED WH;9J;9J;Not assigned;11:34:50;200005242;25;23;1;2;1;2
151968;8849089404;1;1000437887;BALLAST 18W 230VAC 50HZ;7J;7J;69;11:26:13;200054142;28;16;1;0;1;1
151969;1017036943;1;1000394470;FRAME 50 1M      500D6810WH;8E;8E;44;11:23:55;200066620;25;14;0;1;1;10
151969;1017037735;2;1000394537;SURFACE BASE 1M 503D6610WH;8E;8E;44;11:23:55;200066620;21;14;0;1;1;10
151969;1017054433;3;1000661185;1 WAY SW 16A, 250V, FUGA, WHITE;8E;8E;44;11:23:55;200066620;25;14;0;1;1;10
151970;1017036943;1;1000394470;FRAME 50 1M      500D6810WH;B1;B1;1;11:12:27;200051067;25;12;0;1;1;8
151970;1017037735;2;1000394537;SURFACE BASE 1M 503D6610WH;B1;B1;1;11:12:27;200051067;21;12;0;1;1;8
151970;1017058222;3;1000745990;FUGA SWITCH 1P (1) 16X, 250V INSERT;B1;B1;1;11:12:27;200051067;25;12;0;1;1;8
151971;5284211458;3;1000423062;SPLICETRAY FOR 24 SMOUV (62MM);9D;9D;Not assigned;12:09:56;200083105;28;23;0;2;1;1
151971;884009065;2;1000752824;PIGTAIL LC 50MY OM3 2M;9D;9D;Not assigned;12:09:56;200083105;27;23;0;2;1;10
151971;884009133;1;1000752831;SPLICE PROTECTORS 45MM - CLEAR;9D;9D;Not assigned;12:09:56;200083105;27;23;0;2;1;50
151971;884009379;4;1000752855;FIBRE PATCH PANEL 1U W/12LCD MM ADAPTERS;9D;9D;Not assigned;12:09:56;200083105;27;23;0;2;1;1
151972;921100131;1;1000392947;ENDTERMINAL BLACK 6.0/12;5T;5T;41;12:52:11;200072390;29;12;1;0;1;200
151973;1017036574;5;1000394450;FUGA STIKK M/AFB. M/J      HVID;82;82;Not assigned;12:09:32;200075276;25;14;1;0;1;1
151973;1017039445;1;1000394598;UK FUGA RAMME 63 2,5MOD SOFT HVID;82;82;Not assigned;12:09:32;200075276;25;14;1;0;1;1
151973;1017054433;4;1000661185;1 WAY SW 16A, 250V, FUGA, WHITE;82;82;Not assigned;12:09:32;200075276;25;14;1;0;1;1
151973;5417501692;2;1000428402;WALL JUNCTION BOX 1 MODULE GREY;82;82;Not assigned;12:09:32;200075276;28;14;1;0;1;1
151973;5417501702;3;1000428403;WALL JUNCTION BOX 1.5 MODULE GREY;82;82;Not assigned;12:09:32;200075276;21;14;1;0;1;1
151974;5442525533;1;1000760587;Multi 1202 12V 4,3W/827 Ø70 Brushed stel;5L;5L;18;12:46:45;200069030;27;14;1;0;1;3
151975;1611006007;1;1000402732;END CAPS 14/5 BLACK;6A;6A;19;11:31:32;200053902;28;20;1;2;1;1
151976;897110255;1;1000026120;HANDGUN FOR CARTRIDGES 0,3 LTR.;8E;8E;44;11:31:53;200034011;28;14;1;0;1;1
151977;839130170;1;1000003641;CABLE CLAMP M16 TWO LOBE - ZINC PLATED;4E;4E;1;11:00:07;200015316;21;8;0;1;1;100
151978;5485503114;2;1000016849;NIGHT SAFE - ATM DETECTOR;8C;8C;1;11:37:43;200058856;28;10;0;1;1;2
151978;5485503169;1;1000069511;ARMED CABLE KIT;8C;8C;1;11:37:43;200058856;28;10;0;1;1;2
151979;897100430;1;1000392435;76,0MM HOLESAW FOR WOOD;4E;4E;1;13:23:55;200082321;28;8;1;0;1;1
151980;2097001308;1;1000658787;HKSDK SAFETY SHOE Z5 SIZE 42;5H;5H;18;13:26:26;200054833;28;8;0;1;1;1
151980;2097001324;2;1000658789;HKSDK SAFETY SHOE Z5 SIZE 44;5H;5H;18;13:26:26;200054833;28;8;0;1;1;1
151981;5428516003;1;1200019086;FORM Design plug white;4E;4E;1;10:53:58;200034646;29;8;1;0;1;2
151982;5428516003;1;1200019086;FORM Design plug white;4E;4E;1;10:58:44;200000345;29;8;1;0;1;1
151983;7625000585;1;1000475784;FUSES D02 25A 440V;9H;9H;Not assigned;11:24:48;200009130;28;23;1;0;1;3
151983;825100305;2;1000389887;D02 ADAPTOR SLEEVE 25 AMP 9136;9H;9H;Not assigned;11:24:48;200009130;28;23;1;0;1;3
151984;1017027431;3;1000394222;OUTLET DOUBLE 501N5512LG;4C;4C;84;14:09:02;200026768;21;20;0;1;1;1
151984;1017036930;12;1000394469;FRAME 50 1M      500D5810LG;4C;4C;84;14:09:02;200026768;21;20;0;1;1;1
151984;1017037337;10;1000394505;FRAME 63 1M      500D5410LG;4C;4C;84;14:09:02;200026768;25;20;0;1;1;1
151984;1017037366;5;1000394508;FRAME 63 1.5M      500D5410LG;4C;4C;84;14:09:02;200026768;21;20;0;1;1;4
151984;1017037515;8;1000394520;FRAME 63 2.5M      500D5425LG;4C;4C;84;14:09:02;200026768;21;20;0;1;1;2
151984;1017038161;15;1000394567;BLIND COVER FOR SWITCH, GREY;4C;4C;84;14:09:02;200026768;29;20;0;1;1;1
151984;1017040117;16;1000394652;ROCKER AND COVER FOR SOCK.OUTLET, LG;4C;4C;84;14:09:02;200026768;21;20;0;1;1;6
151984;1017054996;14;1000661285;ROCKER FOR 2 WAY, LG;4C;4C;84;14:09:02;200026768;27;20;0;1;1;3
151984;1017056088;13;1000745861;FUGA BLIND COVER SNAP 1 M INSERT;4C;4C;84;14:09:02;200026768;21;20;0;1;1;1
151984;1017056169;4;1000745844;FUGA SW SSO 2P+DK EARTH 10A, 1½M INSERT;4C;4C;84;14:09:02;200026768;21;20;0;1;1;6
151984;1017058280;7;1000745993;FUGA SW TWO-CIRCUITS (5) 16X, 250V INS;4C;4C;84;14:09:02;200026768;25;20;0;1;1;2
151984;1017058345;9;1000746000;FUGA SW 1P (1) 16X, 250V LED LAMP INSERT;4C;4C;84;14:09:02;200026768;28;20;0;1;1;1
151984;1020007396;1;1000395435;UK FUGA AFDAEKNING F/LAMPEUDT. LGRAA;4C;4C;84;14:09:02;200026768;28;20;0;1;1;1
151984;1020008515;2;1000745914;FUGA LAMP OUTLET 5-POLE 16A, INSERT;4C;4C;84;14:09:02;200026768;25;20;0;1;1;1
151984;821100257;6;1000389623;CONNECTION BOX HVID IP55 73X101MM;4C;4C;84;14:09:02;200026768;25;20;0;1;1;1
151984;878100226;11;1000081863;AXIAL FAN,DM 100MM,  TIMER;4C;4C;84;14:09:02;200026768;21;20;0;1;1;1
151985;5457100011;3;1200010843;LED standard A60 806lm/827 E27 frost;2T;2T;23;12:33:23;200076351;25;8;1;2;1;2
151985;885100316;2;1000392223;MOVEMENT SENSOR 200° ANTHRACITE;2T;2T;23;12:33:23;200076351;25;8;1;2;1;1
151986;5485568311;2;1000462065;DOORCONTACT, WHITE, 868MHZ,IMKW6-10;5Q;5Q;52;12:38:24;200063729;27;8;1;0;1;1
151986;5485568340;1;1000462067;ADM-I12W1 WL. PIR DETECTOR. 868MHZ;5Q;5Q;52;12:38:24;200063729;27;8;1;0;1;1
151987;2049000140;1;1000026428;PHILIPS STARTERS ST 10 4-65W;9T;9T;Not assigned;11:02:31;200087188;21;23;1;2;1;50
151989;238040159;1;1000600882;UPONOR FLUVIA T PUMP GROUP,PUSH-12-WL;FB;FB;Not assigned;09:36:40;0;27;99;0;1;1;1
151989;240027076;2;1000382729;STRAIGHT RAD. UNION DIN3842 3/8;FB;FB;Not assigned;09:36:40;0;27;99;0;1;1;1
151991;1020007529;1;1000395447;UK LOFTDAASE PL35/16 F/PLADELOF;FB;FB;Not assigned;09:49:33;0;25;99;0;2;1;30
151991;5420520408;3;1000428987;DK-UNIBESLAG FOR PL-CAN;FB;FB;Not assigned;09:49:33;0;25;99;0;2;1;30
151992;828101505;1;1000704433;STIKD.4R EDB + VINKELSTIK 5 M.;0E;0E;6;13:29:30;200081233;28;10;0;2;1;9
151992;828101505;2;1000704433;STIKD.4R EDB + VINKELSTIK 5 M.;0E;0E;6;13:12:25;200061665;28;10;0;2;1;15
151992;828101505;3;1000704433;STIKD.4R EDB + VINKELSTIK 5 M.;0E;0E;6;13:29:30;200081233;28;10;0;2;1;1
151993;828101505;1;1000704433;STIKD.4R EDB + VINKELSTIK 5 M.;5Y;5Y;60;13:26:38;200062529;28;14;0;1;1;8
151994;828101505;1;1000704433;STIKD.4R EDB + VINKELSTIK 5 M.;9P;9P;Not assigned;13:33:08;200061857;28;23;0;1;1;5
151995;5485558004;1;1000461791;APOLLO.EDI-50. HEAT DETECTOR;73;73;Not assigned;12:29:00;200016412;28;12;1;0;1;1
151995;5485558017;2;1000461792;APOLLO.EDI-20. OPTI. SMOKE DET.;73;73;Not assigned;12:29:00;200016412;25;12;1;0;1;2
151996;2057807911;2;1200047887;Corepro LEDspot 255lm/827 GU10 36°;6Q;6Q;30;12:08:42;200079750;27;20;0;3;1;10
151997;1017037010;4;1000394477;FRAME 50 1.5M      500D5815LG;82;82;Not assigned;12:23:27;200009216;25;14;1;0;1;1
151997;1017039717;1;1000394622;COVER - SOCKET - 1.5 MODULE;82;82;Not assigned;12:23:27;200009216;28;14;1;0;1;1
151997;1017040308;3;1000394666;COVER F-BASE PLATE;82;82;Not assigned;12:23:27;200009216;25;14;1;0;1;1
151997;1017056059;2;1000745856;FUGA SSO 2P + DK EARTH 16A 1½M INSERT;82;82;Not assigned;12:23:27;200009216;25;14;1;0;1;1
151998;884009159;1;1000752833;SPLICE CASSETTE UNIVERSAL 12 SPLICE;9P;9P;Not assigned;12:58:09;200011763;27;23;1;0;1;6
151999;5430001027;6;1000083457;END BUSH LIGHT M20 PIPE PE LIGHT GREY;7M;7M;20;12:39:23;200072001;27;8;0;2;1;100
151999;5439400137;2;1000449175;BISCLIPS PC4 24 19-24MM;7M;7M;20;12:39:23;200072001;28;8;0;2;1;8
151999;5439400205;3;1000449181;BISCLIPS PC7 24 19-24MM;7M;7M;20;12:39:23;200072001;28;8;0;2;1;8
151999;5439400289;1;1000449189;BISCLIPS PCC 12-20MM;7M;7M;20;12:39:23;200072001;28;8;0;2;1;8
151999;839101523;5;1000745222;CABLE TIE, BLACK, UV RESISTANT, 4,8X300M;7M;7M;20;12:39:23;200072001;25;8;0;2;1;500
152000;1497014174;2;1000506894;EAR PLUG ED 4FIT CORDED;8H;8H;44;12:30:22;200071012;29;20;0;10;1;6
152000;1897000445;3;1000404394;COFFEE FILTER 1X4;8H;8H;44;12:30:22;200071012;28;20;0;10;1;200
152000;5439514120;4;1000449415;FIRESTOP INTUMECENT 310ML B722 WHITE;8H;8H;44;12:30:22;200071012;25;20;0;10;1;20
152000;6839000055;7;1000469265;INSULATING TAPE 15MMX10M RED;8H;8H;44;12:30:22;200071012;28;20;0;10;1;21
152000;6839000084;6;1000469268;INSULATING TAPE 15MMX10M TRANSPARENT;8H;8H;44;12:30:22;200071012;28;20;0;10;1;2
152000;897110255;5;1000026120;HANDGUN FOR CARTRIDGES 0,3 LTR.;8H;8H;44;12:30:22;200071012;28;20;0;10;1;2
152001;3168001320;15;1000418688;EARTHBAR FOR DS41/2 POL;9J;9J;Not assigned;12:16:11;200029360;28;23;0;5;1;20
152001;3168004644;1;1000418701;SURGE PROTECTION 240V 1 POL CLASS II;9J;9J;Not assigned;12:41:00;200068539;27;23;0;5;1;20
152001;3168004725;2;1000418703;OVERVOLTAGE DS41-TT IS USED IN TT SYSTEM;9J;9J;Not assigned;12:35:40;200060446;28;23;0;5;1;20
