Order Number at CW;Article Number;Order Line Number;Material;Material;Route;Route;Route Serial Number;Timestamp for Picking;Box number;Area;Station;Number of lots-white;Number of lots-Green;No. of picks;Quantity
154455;1017040476;1;1000394679;FUGA FRAME SOFTLINE 68 2½ MODULE LG;8L;8L;62;15:46:19;200074564;28;12;1;0;1;1
154457;5421560030;2;1000430155;EX JUNCTIONBOX 8102/21-3 3XM20;9F;9F;Not assigned;16:33:56;200013119;29;23;0;1;1;1
154457;5421560072;1;1000430157;EX JUNCTIONBOX 8118/121-807 6XM25;9F;9F;Not assigned;16:33:56;200013119;28;23;0;1;1;1
154458;5284213472;2;1000423147;MPO QF MODUL 12XLCD 50MY OM3 STRAIGHT;8A;8A;17;15:02:23;200054382;28;18;1;2;1;4
154458;5284214002;3;1000423199;MPO QF MODUL 12XLCD 50MY OM3 CROSS;8A;8A;17;15:02:23;200054382;28;18;1;2;1;4
154458;5284214073;4;1000423206;QUICKFIT BLANKING PLATE MPO;8A;8A;17;14:58:47;200082554;28;18;1;2;1;6
154459;284001003;2;1000697175;MASTER FOR UNDERFLOOR HEATING 6;5S;5S;38;15:25:59;200056579;28;10;0;1;1;1
154459;284001029;1;1000697177;ROOM TERMOSTAT WITH DISPALY;5S;5S;38;15:25:59;200056579;27;10;0;1;1;10
154459;284001045;4;1000697178;ACTUATOR 230 VOLT NORMALLY CLOSED M30;5S;5S;38;15:25:59;200056579;27;10;0;1;1;11
154459;284001061;3;1000697180;EXTRA CONTROLLER;5S;5S;38;15:25:59;200056579;27;10;0;1;1;1
154460;1021016360;7;1000395508;CONNECTION BOX. UNI. 185A5175;7J;7J;6;15:22:44;200020451;25;16;0;3;1;10
154460;1021016373;8;1000395509;COVER F/CONNEC.BOX   185A5606;7J;7J;6;15:22:44;200020451;21;16;0;3;1;10
154460;3032302029;1;1000417366;WIRE 1X2,5 PVT BLACK SPOOL 100;7J;7J;6;15:25:51;200054921;28;16;0;3;1;100
154460;3032306517;2;1000417475;WIRE 1X2.5 PVT RED  S100;7J;7J;6;15:25:51;200054921;28;16;0;3;1;100
154460;4097000433;5;1000421320;SPIRIT-LEVEL TVP MAGNET 20;7J;7J;6;15:25:51;200054921;21;16;0;3;1;1
154460;821100273;9;1000023541;JUNCTION BOX ABOX 025 80X80 MM;7J;7J;6;15:25:51;200054921;21;16;0;3;1;10
154460;8212091184;6;1000522130;CABINET, PC-GREY COVER,HINGES SHORT SIDE;7J;7J;6;15:25:51;200054921;27;16;0;3;1;1
154460;994000051;3;1000393433;FLASHLIGHT MAGLITE LED MINI AAA BLACK;7J;7J;6;15:25:51;200054921;28;16;0;3;1;1
154462;8212047905;1;1000482938;ASSEMBLY PLUG FOR BASES;3V;3V;78;14:42:43;200010510;28;8;1;0;1;20
154465;2239015042;2;1000408037;CABLE TIE T50R 200X4,6 (W) BK;4N;4N;8;15:10:29;200019315;21;14;1;2;1;200
154465;821100383;4;1000389632;EARTH BOX UNIVERSAL;4N;4N;8;15:10:29;200019315;21;14;1;2;1;1
154466;5650002990;1;1000334345;HALOPIN OVEN 25W G9 230V 66725;9L;9L;Not assigned;14:50:50;200062271;27;23;1;0;1;6
154470;1088002414;1;1000396254;OUTLET LSA 2X8P KAT5 T3 WHITE;2E;2E;21;15:25:58;200061857;27;14;1;0;1;1
154472;811104030;1;1000389408;SPOOL BOX THIN WALL TUBING 12/4 BLACK;5Y;5Y;30;14:43:18;200054429;28;14;0;1;1;1
154472;811104043;2;1000389409;SPOOL BOX THIN WALL TUBING 19/6 BLACK;5Y;5Y;30;14:43:18;200054429;28;14;0;1;1;1
154472;811104276;3;1000389417;SPOOL BOX THIN WALL TUBING 12,7/6,4 BLAC;5Y;5Y;30;14:43:18;200054429;28;14;0;1;1;1
154473;1497002393;2;1000398568;GLOVE MAXIMFLEX NINJA STR.9;3T;3T;73;15:39:21;200009130;25;20;0;2;1;20
154473;8739030259;1;1000065359;PLASTIC TAPE 19MMX20MSUPER;3T;3T;73;15:24:03;200050516;27;20;0;2;1;10
154474;6197000449;1;1000742871;BL1840B 18V 4.0AH LI-ION BATTERY 2 PCS.;8S;8S;41;15:23:14;200027124;27;12;0;1;1;1
154475;1024000771;1;1000395601;UK OPUS66 LPIR 180 KOMBI VAEG;8U;8U;88;14:37:45;200014833;21;16;1;0;1;3
154476;1020006672;2;1000395403;UK CLIPS-ROSET D80 4L+J HVID;8A;8A;62;15:04:09;200015316;25;18;0;2;1;10
154477;1017025718;1;1000394158;OPUS66 STIKK TRIP UDV M/J  HVID;9C;9C;Not assigned;14:58:04;200078425;25;23;1;1;1;2
154481;7630402000;1;1000476252;EDGE PROTECTION PE 0,4-1,5MM NA;9H;9H;Not assigned;14:49:21;200040930;27;23;0;1;1;2
154482;3039310933;5;1000417764;CABLE CLAMP M16 TWO LOBE-ZINC PLATED;5A;5A;71;16:24:30;200022884;25;14;0;3;1;200
154482;5412521774;2;1000262410;CEE Walloutlet H6/400/32/5 11962;5A;5A;71;16:24:30;200022884;25;14;0;3;1;1
154482;5430000345;4;1000565390;CONDUIT COVER ATI38;5A;5A;71;16:24:30;200022884;27;14;0;3;1;20
154482;5430504867;12;1000445436;COUPLER GALVANIZED 16MM;5A;5A;71;16:24:30;200022884;28;14;0;3;1;6
154482;5430504935;13;1000445442;BENDING GALVANIZED 16MM;5A;5A;71;16:24:30;200022884;28;14;0;3;1;3
154482;812100004;1;1000389446;CEE COMBINATON H6/400/16/5 1046-SP;5A;5A;71;16:24:30;200022884;21;14;0;3;1;1
154482;813103123;11;1000223824;116 M20 LGR PA LOCKNUT;5A;5A;71;16:24:30;200022884;25;14;0;3;1;15
154482;813103204;10;1000389514;V-TEC VM20 LGR CABLE GLAND;5A;5A;71;16:24:30;200022884;25;14;0;3;1;15
154482;813103217;6;1000223708;V-TEC VM25 LGR CABLE GLAND;5A;5A;71;16:24:30;200022884;21;14;0;3;1;4
154482;839101507;8;1000745220;CABLE TIE, BLACK, UV RESISTANT, 4,8X250M;5A;5A;71;16:24:30;200022884;25;14;0;3;1;300
154482;9911000190;7;1000442985;HEAT SHRINK UADA 5X1,5 -4Q DOBBELT JACK;5A;5A;71;16:24:30;200022884;28;14;0;3;1;1
154483;5428520471;3;1000078201;CEE PLUG H6/400/16/5 2136;2R;2R;84;15:52:44;200063993;25;20;0;3;1;1
154483;5428520484;2;1000040527;CEE CONNECTOR H6 400/16/5 3136;2R;2R;84;15:52:44;200063993;21;20;0;3;1;2
154483;839101565;5;1000745226;CABLE TIE BLACK UV RESISTANT 4,8X370M;2R;2R;84;15:52:44;200063993;25;20;0;3;1;100
154484;1017036338;1;1000394435;UK FUGA STIKK 2P M/J 1,5MOD HV;9W;9W;Not assigned;14:55:41;200008980;21;23;0;1;1;2
154484;1017036370;2;1000394438;FUGA SOCKET. 1,5 M. EDB 2POL M.J.WHITE;9W;9W;Not assigned;14:55:41;200008980;25;23;0;1;1;2
154484;821100244;3;1000389622;CONNECTION BOX GREY IP55 73X101MM;9W;9W;Not assigned;14:55:41;200008980;21;23;0;1;1;5
154485;5462520026;3;1000065234;OSRAM HALOTRONIC HTM 70/230-240V;5P;5P;51;15:45:49;200029772;21;20;0;1;1;1
154485;5462520039;2;1000041843;OSRAM HALOTRONIC HTM 105/230-240V;5P;5P;51;15:45:49;200029772;21;20;0;1;1;1
154485;5462520042;1;1000002927;OSRAM HALOTRONIC HTM 150/230-240V;5P;5P;51;15:45:49;200029772;27;20;0;1;1;2
154486;5743146226;1;1000468399;SKOT, LAMP BASE COVER, PUNCHED, ALU;5E;5E;6;15:00:25;200024083;27;16;0;1;1;3
154487;1017049794;2;1000395149;OPUS74 LED GREEN IP44 LG;3V;3V;70;16:37:29;200057223;28;8;0;1;1;6
154487;1017050453;3;1000395193;OPUS74 BASE 1 MODULE LIGHT GREY;3V;3V;70;16:37:29;200057223;25;8;0;1;1;6
154487;5418521008;1;1000083987;CEE WALLOUTLET H6/400/16/5 11906;3V;3V;70;16:37:29;200057223;21;8;0;1;1;6
154487;5428330739;6;1000444565;HAN E 06 POS. M INSERT SCREW;3V;3V;70;16:37:29;200057223;28;8;0;1;1;6
154487;5428330742;7;1000444566;HAN E 06 POS. F INSERT SCREW;3V;3V;70;16:37:29;200057223;28;8;0;1;1;6
154487;5428332779;5;1000444762;HAN B HOOD SIDE ENTRY LC 2 M20;3V;3V;70;16:37:29;200057223;28;8;0;1;1;6
154487;5428334230;4;1000637638;SOCKETHOUSE HAN 6 B 2XM20 METAL COVER;3V;3V;70;16:37:29;200057223;27;8;0;1;1;6
154488;1914135138;25;1000316841;CU-FLEX BUSBAR 480 MM FB25480;5A;5A;47;15:30:05;200014391;27;14;0;3;1;1
154488;3322060709;26;1000418949;MCB IC60N 1P 6A C;5A;5A;47;17:20:40;200014326;28;14;0;3;1;1
154488;3322060712;27;1000418950;MCB IC60N 1P 10A C;5A;5A;47;17:20:40;200014326;28;14;0;3;1;2
154488;5426000016;1;1000444195;MSDD INSTALATION SOCKET RJ45 BU/BU;5A;5A;47;15:30:05;200014391;27;14;0;3;1;1
154488;7517800369;9;1000049278;LAMP WHITE  24VAC/DC XB4BVB1;5A;5A;47;17:20:40;200014326;29;14;0;3;1;10
154488;7517800440;10;1000022050;PILOT LIGHT XB4BVM1 WHITE;5A;5A;47;17:20:40;200014326;29;14;0;3;1;10
154488;7517800453;11;1000027588;PILOT LIGHT XB4BVM3 GREEN;5A;5A;47;17:20:40;200014326;28;14;0;3;1;10
154488;7517801012;12;1000058581;ILLUM PB SPRING RETURN 1NO+1NC 24V BLUE;5A;5A;47;17:20:40;200014326;28;14;0;3;1;10
154488;7517804352;3;1000079328;ILLUM SELEC HEAD 3 POS GREEN ZB4BK1833;5A;5A;47;17:20:40;200014326;29;14;0;3;1;5
154488;7517804967;4;1000028158;MUSHROOMM PB HEAD ZB4BS844;5A;5A;47;17:20:40;200014326;28;14;0;3;1;10
154488;7517807715;5;1000057480;CONTACT ELEMENT 1NC ZB4BZ102;5A;5A;47;15:30:05;200014391;28;14;0;3;1;50
154488;7517807757;6;1000012099;CONTACT ELEMENT 2NC ZB4BZ104;5A;5A;47;15:30:05;200014391;28;14;0;3;1;10
154488;7517807948;2;1000051694;LAMP BODY 24V AC/DC ZBVB3 GREEN;5A;5A;47;15:30:05;200014391;28;14;0;3;1;10
154488;7517901271;7;1000084614;EMERGENCY STOP OP. HEAD Ø40 ZB5AS844;5A;5A;47;17:20:40;200014326;28;14;0;3;1;1
154488;7517901802;13;1000026729;BLACK SELEC TO R SWITCH DIAM 22 HANDLE 3;5A;5A;47;17:20:40;200014326;29;14;0;3;1;1
154488;7517901815;14;1000256978;BLACK SELECTOR 3 pos. XB5AD53;5A;5A;47;17:20:40;200014326;28;14;0;3;1;1
154488;7517902018;8;1000044310;CONTACT BLOCK 1 NC;5A;5A;47;15:30:05;200014391;29;14;0;3;1;1
154488;7517906674;16;1000045315;RESET PB red XB5AA84101;5A;5A;47;17:20:40;200014326;29;14;0;3;1;10
154488;7517907754;15;1000471555;XB5-AS8444 EMERGENCY STOP TURN-TO-RELEAS;5A;5A;47;15:30:05;200014391;27;14;0;3;1;2
154488;7522105716;22;1000027437;MOTOR CIRCUIT BREAKER 1,0-1,6A;5A;5A;47;17:20:40;200014326;29;14;0;3;1;5
154488;7522105745;23;1000068888;MOTOR CIRCUIT BREAKER 4,0-6,3A;5A;5A;47;17:20:40;200014326;29;14;0;3;1;5
154488;7522402736;24;1000047931;MOTOR STARTER. 4-6,3A GV2ME10;5A;5A;47;17:20:40;200014326;29;14;0;3;1;3
154488;7522405911;19;1000010507;CONTACTOR  9A 24 LAVEF.LC1D09BL;5A;5A;47;15:30:05;200014391;28;14;0;3;1;5
154488;7522406127;18;1000018328;CONTACTOR 9A 230V AC LC1D09P7;5A;5A;47;17:20:40;200014326;25;14;0;3;1;5
154488;7522408222;20;1000052237;CONTACTOR 18A 24V LOWEFF. LC1D18BL;5A;5A;47;17:20:40;200014326;29;14;0;3;1;5
154488;7522500285;33;1000061455;PARALLEL WIRING MODULE;5A;5A;47;17:20:40;200014326;29;14;0;3;1;2
154488;7522500353;32;1000056188;SCREW CLAMP BASE 12A WITHOUT CONTRO;5A;5A;47;15:30:05;200014391;27;14;0;3;1;2
154488;7522501899;31;1000024038;PREWIRED COIL TERMINALS WITH SCREW CLA;5A;5A;47;17:20:40;200014326;27;14;0;3;1;1
154488;7522506742;28;1000078710;SOCKET FOR RXM4;5A;5A;47;15:30:05;200014391;27;14;0;3;1;100
154488;7524682208;17;1000257484;SHORT MAGNETIC SAFETY SW XCSDMP70010;5A;5A;47;15:30:05;200014391;27;14;0;3;1;3
154488;7921035791;21;1000204356;Shield connection clampKLBU 3-8 SC;5A;5A;47;17:20:40;200014326;29;14;0;3;1;2
154490;5437610327;1;1000082022;WALL BRACKET 210 MM AW 15/21 FT;9D;9D;Not assigned;14:55:58;200079360;27;23;0;3;1;30
154490;5437610327;2;1000082022;WALL BRACKET 210 MM AW 15/21 FT;9D;9D;Not assigned;14:44:07;200059009;27;23;0;3;1;30
154490;5437610327;3;1000082022;WALL BRACKET 210 MM AW 15/21 FT;9D;9D;Not assigned;14:55:28;200053041;27;23;0;3;1;40
154502;7224215043;1;1000469542;THERMOSTAT DEVIREG 233;9J;9J;Not assigned;14:52:27;200017563;21;23;1;1;1;1
154503;4097001018;4;1000517691;MÅLEBÅND 5 METER PR 5M, KLASSE 1;0U;0U;42;16:00:19;200079360;28;8;0;1;1;1
154503;897000637;1;1200030201;HEARING PROTECTION X-CAP;0U;0U;42;16:00:19;200079360;28;8;0;1;1;5
154503;897202299;2;1000718273;WOODEN FOLDING RULER M-2-12;0U;0U;42;16:00:19;200079360;21;8;0;1;1;3
154503;897203227;3;1000735287;ASW BIT BOX 31-PART K-LINE SECURITY;0U;0U;42;16:00:19;200079360;27;8;0;1;1;1
154504;2322023019;9;1000141191;CB-NO AUX. CONTACT - MAKE;5Y;5Y;48;16:01:40;200069751;21;14;0;1;1;1
154504;2322032026;3;1000142243;TI80 Thermal overload relay 30-45A;5Y;5Y;48;16:01:40;200069751;29;14;0;1;1;1
154504;2322038185;2;1000408209;COIL 380/400V 50HZ APPEND.NO37;5Y;5Y;48;16:01:40;200069751;29;14;0;1;1;1
154504;2322046614;1;1000408223;CI37 CONTACTOR 37A 220-230V 50HZ;5Y;5Y;48;16:01:40;200069751;29;14;0;1;1;1
154504;5417310029;4;1000230896;FLUSH PUSH-BUTTON 800FP-F3;5Y;5Y;48;16:01:40;200069751;27;14;0;1;1;2
154504;5417310032;5;1000230897;PUSHBUTTON REDP-F4 800FP-F4;5Y;5Y;48;16:01:40;200069751;28;14;0;1;1;2
154504;5417310870;6;1000231000;LATCH F/3 ELEMEN Plastic 800F-ALP;5Y;5Y;48;16:01:40;200069751;28;14;0;1;1;4
154504;5417311659;8;1000232774;Base Element 800F-X10;5Y;5Y;48;16:01:40;200069751;28;14;0;1;1;2
154504;5417311662;7;1000232770;Base Element 800F-X01;5Y;5Y;48;16:01:40;200069751;28;14;0;1;1;2
154504;5421224965;10;1000429573;4 SQUARE MM FUSE BLOCK 1492-RFB4;5Y;5Y;48;16:01:40;200069751;27;14;0;1;1;2
154504;7517906674;11;1000045315;RESET PB red XB5AA84101;5Y;5Y;48;16:01:40;200069751;29;14;0;1;1;1
154506;2118750198;1;1000223370;SAFETY SWITCH 6P 16A EMC OTE16T6M;7A;7A;20;14:51:47;200055236;28;16;0;1;1;1
154506;9797003133;3;1000068822;VINYL 12 MM BLACK ON WHITE;7A;7A;20;14:51:47;200055236;28;16;0;1;1;1
154506;9797003146;2;1000049793;VINYL 19 MM BLACK ON WHITE;7A;7A;20;14:51:47;200055236;28;16;0;1;1;1
154507;7512401019;1;1000090235;ABS IND BOX 164X121X87 LO;9H;9H;Not assigned;15:11:32;200000436;28;23;1;0;1;1
154508;2098195491;2;1000293957;T5-1000 ELECTRICAL TESTER;0D;0D;33;15:50:33;200060840;28;8;0;2;1;1
154508;5497513325;3;1000466967;CABLE CRIMP. TOOL 0,5-6MM;0D;0D;33;15:50:33;200060840;27;8;0;2;1;1
154508;5497532665;6;1000467294;SCREWDRIVER HEX HEAD 7MM   LAUS;0D;0D;33;15:50:33;200060840;28;8;0;2;1;1
154508;5497532678;7;1000467295;SCREWDRIVER HEX HEAD 8MM   LAUS;0D;0D;33;15:50:33;200060840;28;8;0;2;1;1
154508;5497532694;8;1000467297;SCREWDRIVER HEX HEAD 10MM  LAUS;0D;0D;33;15:50:33;200060840;29;8;0;2;1;1
154508;7997570002;1;1000481187;KW STRIPAX STRIPPING TOOL;0D;0D;33;15:50:33;200060840;28;8;0;2;1;1
154508;8494004012;9;1000600793;BATTERY INDUSTRIAL ID2400-AAA-LR03;0D;0D;33;15:50:33;200060840;29;8;0;2;1;80
154508;897202118;5;1000680762;IR 58PC LG DRAWER SET ASSORTED;0D;0D;33;15:50:33;200060840;28;8;0;2;1;1
154509;3697012026;1;1000420293;STEP DRILLS 4-20 HSS 9184;0E;0E;92;16:13:33;200013981;29;10;1;0;1;2
154510;2324007897;3;1000408680;ESM-11 SURFACE SENSOR;8A;8A;17;15:10:31;200011201;29;18;0;1;1;2
154510;246120100;2;1000383522;ESMT OUTDOOR SENSOR;8A;8A;17;15:10:31;200011201;27;18;0;1;1;1
154510;246121565;4;1000383593;AMV 150  230V 24S/MM 5MM 250N;8A;8A;17;15:10:31;200011201;27;18;0;1;1;1
154510;246122629;1;1000383657;ECL COMFORT 110 WITH TIMER PROGRAM - 230;8A;8A;17;15:10:31;200011201;27;18;0;1;1;1
154511;2049000140;1;1000026428;PHILIPS STARTERS ST 10 4-65W;5P;5P;3;15:40:56;200010517;21;20;0;2;1;75
154511;5478520638;6;1000457319;VENTILATER 1M WIRE W.PLUG;5P;5P;3;15:40:56;200010517;27;20;0;2;1;2
154511;5478520654;5;1000457321;VENTILATOR 120X120X38MM 230VAC;5P;5P;3;15:40:56;200010517;27;20;0;2;1;2
154511;839130170;2;1000003641;CABLE CLAMP M16 TWO LOBE - ZINC PLATED;5P;5P;3;15:40:56;200010517;21;20;0;2;1;300
154511;9797300506;4;1000062395;DYMOTAPE D1 POLY 12MMX7M BLK/WHI BB1;5P;5P;3;15:40:56;200010517;25;20;0;2;1;5
154512;5412601063;8;1000003954;CUBO O HINGE PAIR PC;9U;9U;1;16:04:40;200033952;27;23;0;2;1;1
154512;5412612337;5;1000425147;CUBO C MEMB. FLANGE SET 25X5-26MM M.BOLT;9U;9U;1;16:04:40;200033952;28;23;0;2;1;1
154512;7517808934;6;1000000609;EMERGENCY STOP Ø40 XB4BS8444;9U;9U;1;16:04:40;200033952;28;23;0;2;1;1
154512;7517815972;7;1000713388;EMERGENCY STOP 3D LEGEND PLATE;9U;9U;1;16:04:40;200033952;29;23;0;2;1;1
154512;7613020069;3;1000226209;BACKNUT M50 BRASS EMC;9U;9U;1;16:04:40;200033952;28;23;0;2;1;1
154512;7613023765;4;1000071124;REDUCTION EXT.M63-INT.M50 BRASS;9U;9U;1;16:04:40;200033952;29;23;0;2;1;1
154512;7613036008;2;1000226051;CABLE GLAND EMC-D M50X1,5;9U;9U;1;16:04:40;200033952;27;23;0;2;1;2
154513;235000147;2;1000382103;AIR DIAL CONTROLLER WIRELESS F/AIR UNITS;3A;3A;18;19:08:17;200041272;28;16;0;13;1;1
154513;5478040257;21;1000456621;FLEXIBLE CONNECTION VM-FLEX GS 160;3A;3A;18;19:08:17;200041272;27;16;0;13;1;3
154513;9278500485;7;1000438838;REDUCER   RCFU-125-100;3A;3A;18;19:08:17;200041272;28;16;0;13;1;1
154513;9278622813;15;1000440117;SOCKET  VRGL-160 NO GASKET;3A;3A;18;19:08:17;200041272;28;16;0;13;1;1
154514;7613027240;1;1000474254;SEALING RING M25X1,5  2X6;8F;8F;94;15:28:38;200050805;29;16;1;0;1;5
154514;7613027321;2;1000474259;SEALING RING M25X1,5  2X8;8F;8F;94;15:28:38;200050805;27;16;1;0;1;5
154515;3698000480;1;1000005816;CURRENT TRAFO 200/5A 741C2062;3V;3V;38;15:46:38;200063772;29;8;0;1;1;2
154517;2121800792;1;1000407131;END STOPS BAM4;8D;8D;27;14:51:29;200008118;28;12;0;1;1;50
154518;201134610;1;1000372195;"3/4""X1/2"" ELBOW 90° F/F RED. BLACK";9H;9H;Not assigned;15:38:17;200015535;29;23;0;1;1;2
154518;240027089;4;1000382730;STRAIGHT RAD. UNION DIN3842 1/2;9H;9H;Not assigned;15:38:17;200015535;28;23;0;1;1;2
154518;240027296;5;1000382749;MANUAL AIR VENT 1/2IN;9H;9H;Not assigned;15:38:17;200015535;27;23;0;1;1;1
154518;240122256;3;1000382871;RA STANDARD ELEMENT IF, COVER-PLATE;9H;9H;Not assigned;15:38:17;200015535;21;23;0;1;1;1
154518;241027101;2;1000383124;BALL VALVE FXF STEEL LEVER RED 3/4;9H;9H;Not assigned;15:38:17;200015535;28;23;0;1;1;2
154519;1020002650;4;1000395385;LK 182A0702 BRACKET;4T;4T;1;15:36:22;200062418;25;18;1;5;1;20
154519;1020007516;3;1000395446;UK LOFTDAASE PL55/16 F/PLADELOF;4T;4T;1;15:46:02;200027316;25;18;1;5;1;40
154519;839106340;5;1000390611;CABLE CLIPS ROUND M10-13 WHITE NAIL 45MM;4T;4T;1;14:51:19;200076838;28;18;1;5;1;100
154520;2622814753;8;1000097686;CONTACTOR,AC3.4KW 1NO AC230V 50/60HZ;5Q;5Q;48;15:54:40;200081742;28;8;1;4;1;1
154520;5422292006;7;1000592069;RESIDUAL CUR DEVICE 25 A 1492-RCDA2A25;5Q;5Q;48;15:54:40;200081742;28;8;1;4;1;1
154520;5432730396;6;1000446107;WIRE 1X0,75 H05V2-K WHITE SPOOL 200;5Q;5Q;48;15:54:40;200081742;28;8;1;4;1;400
154520;5437601598;2;1000076841;CENTRAL HANGER F/THREADED RODS GMA M10FT;5Q;5Q;48;15:54:40;200081742;25;8;1;4;1;50
154520;886110897;5;1200005267;PATCH CORD CAT5E F/UTP LSZH 2,0M GREY;5Q;5Q;48;15:54:40;200081742;28;8;1;4;1;3
154522;1914135536;1;1000316868;CU-FLEX BUSBAR, 416MM FB100416;5P;5P;69;14:52:51;200062529;28;20;0;1;1;1
154522;3322704748;2;1000092785;EXT STANDARD ROT HAND NSX400-630;5P;5P;69;14:52:51;200062529;28;20;0;1;1;1
154523;839102072;1;1000390592;TAPE PVC 15MM /  10M BLACK;15;15;Not assigned;14:51:26;200052708;21;10;0;1;1;30
154524;1017036338;5;1000394435;UK FUGA STIKK 2P M/J 1,5MOD HV;8F;8F;17;15:43:35;200024262;21;16;1;4;1;20
154524;1017037379;6;1000394509;FRAME 63 1.5M      500D6415WH;8F;8F;17;15:43:35;200024262;25;16;1;4;1;20
154524;1497008054;10;1000398622;SAFTY SPECTACLES VENTURE 3;8F;8F;17;15:43:35;200024262;28;16;1;4;1;1
154524;839125350;7;1000034346;SCREW M8X40 DIN 7985 PH PH4 ZP;8F;8F;17;15:03:44;200062418;28;16;1;4;1;100
154524;839126045;9;1000028866;NUT M8 DIN934 ZINC PLATED;8F;8F;17;15:43:35;200024262;28;16;1;4;1;100
154524;839126249;8;1000020824;WASHER M8 DIN125 ZINC PLATED;8F;8F;17;14:45:55;200019435;28;16;1;4;1;100
154524;8494200379;2;1000703066;BATTERY PLUS POWER 1,5 VOLT AA 16 PC;8F;8F;17;15:43:35;200024262;28;16;1;4;1;16
154524;8494200382;1;1000703067;BATTERY PLUS POWER 1,5 VOLT AAA 16 PC;8F;8F;17;15:43:35;200024262;28;16;1;4;1;32
154527;5417571062;4;1000331865;INLET M20;8R;8R;65;15:30:44;200072908;27;10;1;2;1;40
154527;5430000028;2;1000331851;CONDUIT EXTENSION AJ20;8R;8R;65;15:30:44;200072908;25;10;1;2;1;20
154529;1016010779;1;1000394022;TERMINAL COVER FOR UM-S & UM-L, WHITE;2R;2R;50;15:08:21;200082378;28;20;1;0;1;1
154530;7517902335;1;1000000834;ILLUMINATED PB GREEN XB5AW33B5;0S;0S;2;15:05:58;200072313;29;18;1;0;1;2
154532;839124063;1;1000049996;HEX WOOD SCREW M8,0X50 ZP;5H;5H;8;15:38:31;200067541;28;8;0;1;1;100
154533;203241815;1;1000373937;BEND W/ PLEND STST 90G D22;6C;6C;46;15:28:23;200071851;27;10;0;7;1;5
154533;208155032;8;1000376782;ROTH QUICK WALL-BRACKET 15MM;6C;6C;46;15:25:21;200022290;25;10;0;7;1;40
154533;218161511;11;1000379170;50/32 WAFIX PP REDUCTION SHORT;6C;6C;46;15:28:23;200071851;28;10;0;7;1;5
154533;218240788;5;1000379387;BEND PE-HD 45G D40 L4;6C;6C;46;15:28:23;200071851;28;10;0;7;1;10
154533;218241910;4;1000379480;BEND PE-HD 90G D40 L15/3;6C;6C;46;15:28:23;200071851;27;10;0;7;1;10
154533;218242317;10;1000379520;REDUCER PE-HD D56/40 L8 ECCENTRIC;6C;6C;46;15:28:23;200071851;27;10;0;7;1;5
154533;218242605;3;1000379549;ELECTROFUSION SLEEVE COUPLING PE-HD D40;6C;6C;46;15:28:23;200071851;27;10;0;7;1;50
154533;802001456;12;1000387858;BIS STUD CONNECTOR ZP M8X30MM;6C;6C;46;15:28:23;200071851;28;10;0;7;1;100
154534;839109693;1;1000390635;POWER SWITCH SCREW 3,0X80/22 PZ1;8G;8G;29;14:48:12;200066024;28;18;1;0;1;100
154535;8212040368;1;1000482620;COVER, POLYESTER 300X300X45 GREY;5N;5N;95;14:58:06;200025039;28;18;0;1;1;1
154536;885100329;2;1000017149;MINILUX MOTION DETECTOR 230 V AC IP54;9D;9D;2;15:01:20;200073177;25;23;1;1;1;1
154538;1297000744;1;1000396914;SIDE CUTTER 2101G-140IP;2T;2T;40;14:57:20;200071294;21;8;1;0;1;1
154539;5649910103;3;1000090579;OSRAM Ballast QTI DALI 2X28/54W 230V DIM;5K;5K;5;15:25:08;200072372;27;12;0;2;1;1
154539;7522020341;1;1000254014;Contactor 9A 3NO+1NC LC1K0901P7;5K;5K;5;15:25:08;200072372;29;12;0;2;1;1
154540;3419700422;1;1000420072;FUSE BOX 32A TYTAN II;5T;5T;43;15:03:59;200080260;28;12;1;0;1;1
154541;1017039885;1;1000394636;UK FUGA TAN/AFD 1,5M DB STIKK HVID;8G;8G;29;14:59:51;200076973;25;18;1;0;1;1
154543;204019473;1;1000374622;LONG NIPPLE A2 X 70;4N;4N;70;15:31:00;200063894;28;14;2;4;1;5
154543;5478350044;10;1000054104;dafa PIPE COLLAR 260 40-110MM;4N;4N;70;15:31:00;200063894;28;14;2;4;1;5
154543;802008284;9;1000388147;75/ 50 MM WAFIX PP REDUCTION;4N;4N;70;15:31:00;200063894;28;14;2;4;1;5
154543;802008323;8;1000388149;75 MM WAFIX PP DOUBLE SLEEVE GREY;4N;4N;70;15:31:00;200063894;27;14;2;4;1;5
154543;802008381;2;1000388154;75/ 50 45 DEGR. WAFIX PP BRANCH;4N;4N;70;15:31:00;200063894;28;14;2;4;1;5
154544;828100234;3;1000389920;PLUG WHITE 10A WITH PE DANISCH;5Q;5Q;84;15:53:16;200029365;25;8;0;6;1;30
154544;828100810;1;1000389971;SOCKET 8 EARTH WHITE;5Q;5Q;84;14:46:58;200029334;28;8;0;6;1;20
154544;828100810;2;1000389971;SOCKET 8 EARTH WHITE;5Q;5Q;84;15:53:16;200029365;28;8;0;6;1;10
154545;1024001136;1;1000395616;UK FUGA PIR 10A HVID;8C;8C;38;15:04:37;200071056;25;10;1;1;1;1
154546;5417241648;1;1000426695;CONTROL AND LOAD SWITCH 194L-A16-3253;2R;2R;84;17:21:38;200012922;29;20;0;1;1;1
